Website,Overall Sentiment,Article Title,URL,Publication Date,Content Snippet
BBC,0.05855610077732243,Uber licensed to operate in 'tough' Oxford city market,https://www.bbc.co.uk/news/articles/cqlyddw6zn0o,,"Uber connects passengers to drivers via an app which uses GPS technology Taxi app giant Uber has been given a licence to operate in Oxford and its surrounding areas. The firm launched its service on Wednesday after Oxford City Council said it ""found no reason to refuse the application"". The company said it was ""delighted"" to be launching in ""one of the UK's most iconic cities"". But some private hire and black cab drivers in Oxford have said that Uber may struggle to succeed in the city. Sajad Khan, secretary of the City of Oxford Licenced Taxicab Association, said the company faced a ""challenge"" operating in Oxford. ""Oxford is a small city to be honest and the work is dependent a lot on students,"" he explained. ""If students are away it gets very quiet."" He added: ""Our trade is going through a bad patch since Covid. ""This includes people working from home, financial difficulties, not many people coming off the train station - which is the main rank for us. ""So at the moment the situation is tough out there."" Private hire and black cab drivers have suggested Uber may struggle in Oxford He said while Uber's move into Oxford could be a ""concern"", it also contradicted council strategies to reduce traffic and harmful emissions. ""I'm not sure how this will help the local authority... more cars are going to be introduced to Oxford,"" he said. Uber said it understood Oxford was ""heavily focussed on congestion"", and that enabling people to book an Uber rather than driving was ""important"". ""Uber has operated in London for many years, which is also focussed on important issues such as congestion and Electric Vehicles (EVs), with London now Uber's global leading city for EVs,"" it said. Oxford City Council said the application was reviewed ""against the same criteria as all other private hire operators in the city"". An Uber spokesperson said it would be providing ""new earning opportunities for local drivers, give passengers greater transport options and support the local economy"". It said: ""Uber's industry leading safety features will give passengers the ability to book safe trips to wherever they want to go, in particular the city's students and tourists."" Uber also claimed it had ""well over 100"" drivers, and expected that to increase in the coming weeks. In a statement Oxford City Council said: ""A new operator will give residents and visitors more options for moving around the city safely and conveniently."" Uber connects passengers to drivers via an app which uses GPS technology to locate available taxis. It has launched in other UK cities over the past year, includingAberdeenandYork. Taxi drivers previously protested in Oxfordwhen Uber launched a local cab trial in 2021. Do you have a story BBC Oxfordshire should cover? You can followBBC OxfordshireonFacebook,external,X,external, orInstagram,external. Uber and Bolt drivers strike on Valentine's Day 'Impossible' to make ends meet, Uber drivers say Taxi drivers protest over Uber arrival in Oxford Uber accused of 'back door' taxi plan Oxford City Council..."
BBC,0.05855610077732243,"Uber, Bolt and Addison Lee drivers strike on Valentine's Day",https://www.bbc.co.uk/news/articles/c4g7189x9wno,,"Thousands of Uber, Bolt and Addison Lee drivers are logging off during peak hours on Valentine's Day in a campaign for better pay and working conditions, a union says. The strike action is taking place across the UK from 16:00 to 22:00 GMT. The Independent Workers Union of Great Britain (IWGB) said it would unite ""drivers up and down the country faced with low pay and insecure conditions"". Uber, Bolt and Addison and Lee have defended their working conditions after the IWGB said drivers in cities including London, Birmingham, Manchester, Cardiff and Brighton were backing the strike. Vasilica Dumitrescu has been working for various platforms, including Uber and Bolt, for the last nine years. The 51-year-old said she works seven days a week, clocking up more than 80 hours, just to make ends meet. ""It's really bad financially, emotionally physically, everything,"" Ms Dumitrescu said. ""I can't afford to make bills, rent, food, which is so expensive now. It's really, really bad."" Vasilica Dumitrescu is taking part in the strike Ms Dumitrescu said she hopes the strike leads to higher pay agreements. ""The customers, they are with us,"" she added. ""Every driver is upset because they don't earn enough. They ask you how much you get from this trip and are surprised at how little we get."" An Uber spokesperson said all its drivers are guaranteed to earn at least the national living wage, and that the majority can and do earn more. ""On average, drivers across the UK earn more than £30 per hour when taking trips on Uber,"" the spokesperson said. ""They also have access to industry-leading protections such as holiday pay, a pension and free sickness and injury cover, as well as formal representation through GMB Union."" A spokesperson for Bolt said the company was ""committed to ensuring our prices balance the earning needs of drivers with affordability for passengers"". ""All drivers receive holiday pay and monetary supplements to ensure they earn at least the national living wage, alongside a pension,"" the spokesperson added. Just over an hour into the strike, a Bolt spokesperson said service levels were ""unaffected"" and users were ""able to book rides as normal"". Addison Lee has been contacted for comment. The company previously told the PA news agency: ""We have a close working relationship with our drivers, which was further reinforced in our recent bi-annual driver satisfaction survey. We do not expect to see any disruption to volumes or service levels on February 14."" In September 2024,Bolt drivers won a claim against the companyafter an employment tribunal ruled they were ""workers"" under UK law and entitled to rights and protections, including the national minimum wage. In January 2025, Addison Lee drivers won a similar case. Helio Santos, who is based in Stratford in east London, is another driver taking part in the strike. He has been driving with Uber for three years and said that while he spent 70 to 80 hours per week online, that often translates to just 25 to 30 hours of driving. Mr Santos said that Friday's strike action shows that drivers across UK are ""reaching a breaking point"". ""This is unsustainable,"" he said. ""Fees are too low, there is no safety, no transparency. Uber keeps ignoring us."" Helio Santos has been driving with Uber for three years Mr Santos, who has three children including a four-year-old, said Uber's promise of the national living wage was ""meaningless"". ""It is mocking us, saying drivers get a living wage. I'll be better off working for a cleaning company,"" he added. The IWGB said that since drivers became ""workers"" under the law, they have reported their conditions have worsened. Alongside demands for fairer pay and more secure work, the union is calling for the introduction of safety measures for drivers such as rider ID verification, complaint tracking systems, and support for victims of assault. A spokesperson for Bolt said the company has committed €100m (£83.3m) over the next three years to support safety initiatives for its drivers. In recent years, it has introduced an in-app emergency assist button and provided additional passenger information prior to pick-up, the spokesperson added. Part of Friday's action will include a vigil for Bolt driverGabriel Bringye who was killed in Tottenham, north London, in 2021. Mr Bringye, 37, was set upon by a group of teenagers on a crime spree, who booked the cab with the sole intention of robbing the driver. The IWGB said the vigil marks four years since his death, and that drivers are demanding better protections in his name. 'Impossible' to make ends meet, Uber drivers say Bolt drivers win right to holiday and minimum wage..."
BBC,0.05855610077732243,"'Impossible' to make ends meet, Uber drivers say",https://www.bbc.co.uk/news/articles/c1elg0267p6o,,"Drivers working for the taxi platform in Bristol have spoken out about the working conditions they face Standing together in the cold on one of Bristol's busiest streets, driver after driver comes forward to tell us how ""impossible"" it has become to make a living working for Uber. Saadane Saker, 48, has more than 20 years experience as a taxi driver in Bristol - six of them with Uber. ""Life is really tough out there, everything has gone up,"" he said. ""To earn what you used to back in the day, you're not going to get it, because the fares are really low. ""What you end up doing instead is working too many hours, most of the drivers out there have got kids and families."" Uber has strongly refuted these claims, saying drivers earn at least a National Living Wage when giving lifts and that they had access to ""industry leading worker rights"". Mr Saker said some fares were lower than those he had seen decades earlier When Uber arrived in the city, it was ""brilliant, good money, nice driving, fancy cars - a happy life,"" said Daniel Pop, who has been an Uber driver since 2016. But for Mr Pop, and many drivers like him, that wasn't to last. ""After the pandemic, when everything started to recover and all the prices went up, Uber prices were the same or even lower than before the pandemic,"" he said. ""Insurance went up, fuel went up, cost of living went up, and we still have to survive on the same amount of money as before."" It is a story we hear again and again. The promise (for some, in the early days, the reality) of supporting families and fledgling businesses with a flexible income, replaced with a growing anxiety about working hours, opaque commission rates and the ever-present financial pressure. Mr Pop explained how drivers have struggled to meet rising costs of living When we put these concerns to Uber a spokesperson said: ""All drivers are guaranteed to earn at least the national living wage when taking trips, with Uber topping up earnings if they ever fall below this level, but the vast majority of drivers can and do earn much more."" They added that they ""definitely recognise"" rising insurance and fuel costs, but said drivers ""are earning more since 2021 when we introduced holiday pay, pensions and the national living wage guarantee"". It is important to note that ""taking trips"" only represents a percentage of a driver's day. ""You could be ten hours online and have five hour's trips, but the other five hours where you didn't do any trips is dead time - zero money, zero earnings,"" said Mr Pop. Drivers told us it was now much harder to make a living working for the platform Even after just four years with Uber, Cosmin Caraba, 38, said he has seen a huge change in his experience with the platform. He told us he started working four days a week, eight to 10 hours a day, but now makes the ""same money"" working 12 hour days, five days a week. ""It is impossible today to work five days and to be able to pay your car, your insurance, your maintenance and then to take some profit home to pay for things and live a normal life, like normal people,"" he said. ""This is all we're looking for, a normal life,"" he explained. An Uber spokesperson said drivers ""have access to industry leading worker rights such as a pension and holiday pay, and refuted claims that drivers were working shifts as long as 12 hours, saying for ""safety reasons"" drivers were not allowed to drive on the app for more than 10 hours in any one go. Mr Caraba also described Uber's claim that drivers could work casually for extra money as a ""big lie"", citing the mounting costs of running a car. Bristol City Council requires drivers to use a car no more three-and-a-half years old - leaving many drivers with no choice but to buy new vehicles on expensive finance agreements. A spokesperson said the council's ""priority"" was to ensure customers travelling in a vehicle licensed by the authority had a ""safe and fair journey"". Mr Caraba said it was ""impossible"" to earn enough to live ""a normal life"" through the platform All of the drivers we spoke to said they had seen an increase in the commission Uber takes per ride. Drivers are not shown how much a rider has paid for a journey - only what they earn from it, and are barred from asking a rider how much they have paid. They are given a weekly percentage figure through the app, showing how much Uber has taken in commission, but there are concerns about transparency when this information isn't provided trip-by-trip. Mr Saker said when the app first came to the city the maximum commission taken by Uber was 20%, rising to 25% ""a year or two later"". But ""drivers speak to each other"" he said, which had led to them discovering commission rates of up to 41%. During our interview we ran a short experiment to see this for ourselves, using a phone to hail a short journey in the city centre and watching the request come in to eight drivers' phones. As riders we were quoted £7.90 for the trip, but the Uber drivers were offered as low as £4.70 for doing the job - a commission rate of around 47%. This video can not be played Video shows differing rates Uber drivers are offered Uber drivers do not know what riders pay for each trip, and told us they are barred from asking their customers directly how much they paid. An Uber spokesperson said commission rates like these were ""not the case when averaged out over the week"". They added that when Uber became a ""merchant operator"" in the UK they moved from a fixed ""service fee"" of 25% to a variable amount. ""It is correct that on some trips the amount kept by Uber can be slightly higher than before, but on other trips it can now be lower than 25% or even 0% in order to increase the chances of matching the trip,"" they said. In addition, they said ""on average"" the amount kept by Uber had ""remained stable for many years"", but that this did vary ""from one driver to another based on they types of trips they took"". The future is uncertain for many of Bristol's Uber drivers. We heard repeatedly that they could not see themselves remaining in the industry long-term, but were worried about their future job prospects elsewhere. So where do they go now? Instead of retreating from the platform, many drivers told us they are pushing the worldwide company to change. Fellow driver Nadeem Butt told us: ""Uber should know that Uber is nothing without the drivers. It's just an app - but they don't care."" While driving might seem like a solitary occupation, drivers are in constant communication with each other - becoming increasingly organised. As we wrap up our interview, Mr Saker has one thing left to say. ""We are together. Strength comes with unity."" Tell us which stories we should cover in Bristol Follow BBC Bristol onFacebook,external,X,externalandInstagram,external. Send your story ideas to us on email or viaWhatsApp on 0800 313 4630. Uber drivers strike in pay and transparency row Uber drivers protest in Glasgow over 'unfair' pay Uber..."
BBC,0.05855610077732243,Historic Bidford bridge damaged in Uber crash reopens,https://www.bbc.co.uk/news/articles/c9vkevrpk9lo,,"An Uber car became wedged on the historic bridge in August A medieval bridge that was damaged when an Uber taxi became wedged on it after crashing into a barrier, has reopened. The car hit the historic 15th Century bridge on the B4085 Honeybourne Road, Bidford-on-Avon, on 10 August, causing significant structural damage, Warwickshire County Council said. Scaffolding was erected to inspect the level of the damage following the crash. However Jan Matecki, council portfolio holder for transport and planning, said the closure had been lifted, with the ""complex and challenging project"" nearly finished. ""I'm delighted that the repair works on Bidford-on-Avon River Bridge are almost finished,"" he said. ""We're grateful to everyone involved for their hard work and dedication in ensuring the bridge is restored to its former glory. ""This is great news for local businesses and residents ahead of the Christmas period."" A traffic management scheme at Binton Bridge has also been removed, Businesses in Bidford had said thatthousands of pounds of tradehad been lost due to the closure. Tell us which stories we should cover in Warwickshire Follow BBC Coventry & Warwickshire onBBC Sounds,Facebook,external,X,externalandInstagram,external. Historic bridge shut until November, council says Bridge closure is hitting trade, say businesses More parking for visitors as bridge remains closed Warwickshire County Council..."
BBC,0.05855610077732243,Uber probed by US consumer watchdog over subscription plan,https://www.bbc.co.uk/news/articles/c8xp0enrkl8o,,"The ride-hailing giant says it received inquiries about Uber One's cancellation procedures Uber is facing an investigation by the US Federal Trade Commission (FTC) into its flagship subscription plan, the company has said. As first reported by Bloomberg, the US consumer watchdog was probing the ride-hailing giant over the enrolment and cancellation procedures of the service. Uber One, which has more than 25 million subscribers around the world, offers fee-paying members discounts on rides and deliveries. The FTC did not immediately respond to a request for comment from BBC News. “We will continue to answer any questions the FTC may have about our cancellation policies,” said an Uber spokesperson. “The Uber One cancellation process follows both the letter and the spirit of the law: Uber One members can easily cancel their membership in the app - in fact, the majority of those cancellations take 20 seconds or less.” The FTC contacted Uber with a proposal for settling the investigation and the company has since written back with a counter offer. Other technology giants, including Adobe and Apple, have faced lawsuits from the FTC over cancellation policies that the regulator deemed overly complicated. Those claims have been disputed by the companies. Last month, the FTC finalised a'click to cancel' rule, which aims to make it easier for people to end subscriptions. The new regulations, which have been challenged by some business groups, would force companies to make subscription sign-ups and cancellations equally straightforward. A law introduced in the UK in May also takes aim at so-called subscriptions traps. The Digital Markets, Competition and Consumers Act 2024 requires businesses to provide clear information to consumers before they enter a subscription agreement. It forces sellers to remind customers that a free or low-cost trial is coming to an end. It also requires companies to ensure customers can easily end a contract. Software giant Adobe accused of 'trapping customers' Amazon accused of tricking Prime customers..."
BBC,0.05855610077732243,Uber gets permission to operate in Plymouth,https://www.bbc.co.uk/news/articles/c748y8e4ndyo,,"Uber will now be able to operate in Plymouth The taxi app giant Uber has been given a licence to operate in Plymouth. The firm will be able to hire 160 drivers in the city following the licence approval from Plymouth City Council on Thursday. The boss of a Plymouth taxi firm said the introduction of Uber would be ""severely detrimental"" for existing businesses. The city council said Plymouth needed more taxis and some people in the city welcomed the decision. Ben Wildman is managing director of Easy Cars in Plymouth Ben Wildman left the Royal Navy four years ago to set up Easy Cars where he now employs 38 drivers. He said Uber's move into Plymouth could be ""devastating"" for his family firm which he runs with his brother and parents. Mr Wildman said: ""If they're taking customers and taking drivers, there are fine margins in running a taxi firm. If you lose a few drivers it could be severely detrimental to the business."" He said there had been a shortage of taxi drivers in Plymouth since Covid but that was no longer the case since Plymouth City Councilscrapped a knowledge test in January. Sophie Haider, Jesse Radley and Yanna Lapworth, all students at Plymouth University, welcomed Uber coming to Plymouth Some students in the city welcomed the decision to allow Uber in Plymouth. Sophie Haider said it was what people from other parts of the country expected. She said: ""It's like a safer way to come home which I think is quite handy. ""We don't really use taxis any more so it's what people are used to."" Fellow student Yanna Lapworth said: ""After a club, especially if there's a group of us, just to get an Uber back home."" Follow BBC Devon onX,external,Facebook,externalandInstagram,external. Send your story ideas tospotlight@bbc.co.uk,external. Date set for Uber licence decision in Plymouth Taxi drivers may not have to pass knowledge test City night bus trial among new safety measures Plymouth City Council..."
BBC,0.05855610077732243,Newcastle Uber drivers strike in pay and transparency row,https://www.bbc.co.uk/news/articles/cp9zpn18x5xo,,"Uber drivers in Newcastle held a picket line outside the company's office in the Bigg  Market on Tuesday A group of Uber drivers have gone on strike in a row over pay and fee transparency. The Newcastle drivers, who do not have formal union representation, gathered to protest outside the company's office by the Bigg Market. Changes made by Uber followinga Supreme Court judgement in 2021mean drivers no longer know how much a customer has paid, only their own fee, which they say is ""unfair"". Uber has been approached for comment. The court ruled Uber drivers should be considered employees, meaning they would be entitled to minimum wage and holiday pay. At the time, drivers would take payment from customers and pay the firm a set 25% fee. Uber has now changed this process to handle payments itself, forwarding a fee to drivers, who have complained there is no transparency over what share they receive. Abdul Khan, 35, from Fenham, who joined the protest on Tuesday, said he had been driving for Uber for two years but ""didn’t get paid enough"" and he felt that ""this is going to happen again this year"". He said he spent between 12 and 13 hours a day either working or waiting for fares. ""People can't take home even £100 - if they do, it's only going to pay for fuel,"" he said. Driver Mohammed Rahman said customers are also getting a bad deal Mohammed Rahman, 31, has been an Uber driver for five years and said drivers and customers are getting a bad deal. ""We've seen a lot of customers paying double, triple the fare,"" he said. ""For example, if we take a 10-mile job, that might give us £7 or £8, but customers are paying £20 or £30. ""They don't show us anymore what they're charging - just what we'll make and I don't think that’s fair."" Newcastle City Council said while it has no jurisdiction over Uber’s relationship with its drivers, it was aware of their concerns. ""We have sought to discuss the matter with Uber, to better understand the situation, and will continue to monitor the company as we would any of our 81 licenced private hire operators,"" a spokesperson said. Follow BBC Newcastle onX,external,Facebook,external,NextdoorandInstagram,external. Send your story ideas to northeastandcumbria@bbc.co.uk. Uber drivers protest in Glasgow over 'unfair' pay Uber drivers form convoy in city centre protest Just Eat, Deliveroo and Uber in Valentine's Day strike Uber..."
BBC,0.05855610077732243,Blackpool Uber's 'two miles for 36p' irks rival taxi driver ,https://www.bbc.co.uk/news/articles/cr5m797mpzlo,,"Uber received a licence to operate in Blackpool this summer Promotional Uber deals are ""cheaper than bus fares"" and could threaten other cabbies' livelihoods, a taxi driver has warned. Uber recently started operating in Blackpool and its drivers have reportedly been charging as little as 36p for a two-mile trip. Driver Neil Charnock, who campaigns for taxi licensing laws to be tightened, said: ""This company cannot and should not be allowed to cause such damage to fragile economies like Blackpool."" Uber said it was normal practice to offer discounts to passengers for their first few journeys in one of the company's new towns. Uber was granted a licence by Blackpool Council in August, although some of its drivers - licensed by other councils - had already been plying for trade in the resort. Mr Charnock said people would be ""astounded to hear of the fares Uber are charging"". He added: ""I have heard of fares such as 36p from the town centre to the Hampton by Hilton Hotel near the Pleasure Beach, and 9p from Fleetwood to the college at Ashfield Road. ""Students are hiring Ubers to college as they are cheaper than buses. ""If the young people of today are choosing rideshare apps ahead of local buses, this will mean significantly more congestion, [longer] journey times and ultimately losses to Blackpool Transport."" Bill Lewtas, secretary of the Blackpool Taxi Association, said Uber was using a loss-leader pricing strategy to attract passengers. But he predicted promotional fares would soon end and warned: ""When Uber bring in their surge prices, they charge considerably more than us."" Uber said it was supporting Blackpool’s economy by meeting unmet demand. ""Promotional offers such as £5 off your first trip may well explain the 36p trip,"" a company spokesman said. Discounts are funded by Uber, with the driver being paid the normal fare...."
BBC,0.05855610077732243,Uber Plymouth: Decision date set  for licence application,https://www.bbc.co.uk/news/articles/cd7nz3ve1d9o,,"Uber has applied for a five-year licence and a fleet of 160 vehicles per year in Plymouth A decision is set to be made on whether Uber and another app-based private hire taxi firm can operate in a Devon city. Plymouth City Council said its Taxi Licensing Committee would review applications from Uber and Smartzi on 21 November. Uber has applied for a five-year licence in the city and a fleet of 160 vehicles per year, while Smartzi applied in March for a five-year licence for one vehicle per year. Councillor Sally Haydon, cabinet member for community safety, said the authority was ""acutely aware"" a decision to grant a licence to either firm would have consequences for existing trade, but the move could also help clubs, bars and other venues. Officers from the council have asked the committee whether the directors of Uber and Smartzi are considered fit and proper persons to be granted a Private Hire Vehicle Operator's Licence. The council said any decision would be made based on its taxi licensing policy and if the applications meet it criteria. A council report added: ""Officers recognise that if this application is granted it will potentially affect other private hire operators in the city – the committee is reminded that this is not a factor to be considered when deciding the application."" Ms Haydon said the council was aware people on nights out in the city have struggled to get home in recent years. ""Something has to change if our clubs, bars and venues are to survive in the long term,"" Ms Haydon said. ""We are also acutely aware that a decision to grant a private hire licence to these companies could have consequences for our existing trade, but the committee has to take a decision based on very clear legal guidelines."" Follow BBC Devon onX,external,Facebook,externalandInstagram,external. Send your story ideas tospotlight@bbc.co.uk,external. Knowledge test for Plymouth taxi drivers scrapped Taxi drivers may not have to pass knowledge test City night bus trial among new safety measures Plymouth City Council..."
BBC,0.05855610077732243,Uber finally starts operating in Aberdeen,https://www.bbc.co.uk/news/articles/c789664g16yo,,"Uber connects passengers to drivers via an app Private hire firm Uber has started operating in Aberdeen. The transport giant was granted a licence by Aberdeen City Council earlier this year. Uber had hoped to launch in August, but it is understood an appeal by the Unite union delayed those plans. That appeal was later withdrawn. Uber told BBC Scotland News that journeys could now be booked in the city. More stories from North East Scotland, Orkney and Shetland Listen to news from North East Scotland on BBC Sounds ""You can now book a trip in Aberdeen,"" Uber confirmed in a statement. ""The service will be fully rolling out to all users in the coming weeks. ""There is no exact date to get to 100% of users as is usually the case for these sorts of things."" The number of available drivers has not been disclosed. Uber connects passengers to drivers via an app which uses GPS technology to locate available taxis. It was originally granted permission to launch in Aberdeen back in 2018, but later surrendered the licence. Uber again lodged an application to operate in Aberdeen earlier this year, which was granted by the council's licensing committee in June. The committee rejected a call from a taxi trade delegation for more scrutiny on the implications of the application before it was granted. Uber already operates in Edinburgh and Glasgow. Appeal against Aberdeen Uber permission withdrawn Uber granted licence to operate in Aberdeen Uber re-applies for licence to operate in Aberdeen Uber granted licence in Aberdeen..."
