user_username,user_display_name,user_profile_url,text,hashtags,mentions,has_image,has_video,timestamp,tweet_url,tweet_id,views,is_retweet,extracted_at
"V. Ramgopal Rao, Ph.D.","V. Ramgopal Rao, Ph.D.",https://twitter.com/ramgopal_rao,"The Future is Here—And It Drives Itself 

Last week, we took a @Waymo driverless #Uber in San Francisco, a seamless ride powered by a confluence of technologies.

 The car? A Jaguar, owned by Tata
 The self-driving tech? Google’s Waymo
 The destination? OpenAI

A British",#Uber,@Waymo,True,False,2025-02-14T02:06:17.000Z,https://twitter.com/ramgopal_rao/status/1890220992414290051,1890220992414290051,1600.0,False,2025-02-26T20:54:05.598701
FP Markets,FP Markets,https://twitter.com/FP_markets,"#UberTechnologies, Inc. (#UBER)  is scheduled to report earnings on 8 February. The consensus #EPS estimate is $0.15 for the fiscal quarter. The reported EPS for the same quarter a year prior was $0.29.

#FPMarkets#Earnings","#Uber,#UBER,#EPS,#FPMarkets,#Earnings",,True,False,2024-02-07T08:18:54.000Z,https://twitter.com/FP_markets/status/1755144090339946770,1755144090339946770,289.0,False,2025-02-26T20:54:05.609020
FP Markets,FP Markets,https://twitter.com/FP_markets,"#UberTechnologies, Inc. (ticker: #UBER) is scheduled to report #earnings before the market opens on 6 August. The consensus #EPS estimate for the fiscal quarter ending June 2024 is $0.31. The reported EPS for the same quarter a year prior was $0.18. 

#FPMarkets#Earnings","#Uber,#UBER,#earnings,#EPS,#FPMarkets,#Earnings",,True,False,2024-08-06T08:01:41.000Z,https://twitter.com/FP_markets/status/1820731959800148216,1820731959800148216,191.0,False,2025-02-26T20:54:05.609020
Stock Market Genius,Stock Market Genius,https://twitter.com/stockmktgenius,"A hot topic, #UBER's stock soaring, up 174%! In the thriving tech sector, keep eyes peeled! #StockMarket 

Heating Up: UberTechnologies
Symbol: $UBER
Price: 69.31
Volume: 20,545,160
% Up: 174%","#UBER,#StockMarket",,True,False,2024-04-26T12:02:27.000Z,https://twitter.com/stockmktgenius/status/1783828987464036512,1783828987464036512,137.0,False,2025-02-26T20:54:11.152044
Cooley LLP,Cooley LLP,https://twitter.com/CooleyLLP,"Cooley advised UberTechnologies on its $4 billion investment-grade bond offering. Congratulations to #Uber and to the Cooley team!

 Read more here: https://#capitalmarkets#tech","#Uber,#capitalmarkets,#tech",,True,False,2024-09-12T14:12:31.000Z,https://twitter.com/CooleyLLP/status/1834233636436025363,1834233636436025363,211.0,False,2025-02-26T20:54:17.217578
eduwallstreet,eduwallstreet,https://twitter.com/eduWallStreet,"#TechnologyUberTechnologies, Inc.  PARTNERS WITH ALPHABET'S WAYMO TO OFFER #DRIVERLESS RIDES 

#MountainView, CA @Waymo#Waymo$GOOG$GOOGL#SanFrancisco, CA @Uber#Uber$UBER","#Technology,#DRIVERLESS,#MountainView,#Waymo,#SanFrancisco,#Uber","@Waymo,@Uber",True,False,2023-05-23T17:48:37.000Z,https://twitter.com/eduWallStreet/status/1661066617755783168,1661066617755783168,218.0,False,2025-02-26T20:54:19.422432
Tax Notes,Tax Notes,https://twitter.com/TaxNotes,#UberTechnologies Inc. paid £386 million in #VAT to the United Kingdom so that it can file a court challenge against an assessment made after a change to its business model. https://,"#Uber,#VAT",,True,False,2023-08-03T15:30:07.000Z,https://twitter.com/TaxNotes/status/1687123689194561536,1687123689194561536,538.0,False,2025-02-26T20:54:23.260525
Cybernews,Cybernews,https://twitter.com/CyberNews,"#UberTechnologies has disclosed another #breach.
#cybersecurity#infosec#databreach","#Uber,#breach,#cybersecurity,#infosec,#databreach",,False,False,2023-04-05T11:51:05.000Z,https://twitter.com/CyberNews/status/1643582022214987779,1643582022214987779,1100.0,False,2025-02-26T20:54:25.519422
Cheat Code TV,Cheat Code TV,https://twitter.com/cheatcode_tv,#NVIDIA and #UberTechnologies have partnered to hasten the creation of artificial intelligence-powered autonomous cars. $NVDA$UBER,"#NVIDIA,#Uber",,True,False,2025-01-07T11:05:47.000Z,https://twitter.com/cheatcode_tv/status/1876586023142215776,1876586023142215776,102.0,False,2025-02-26T20:54:28.658356
ETF Events,ETF Events,https://twitter.com/ETFEvent,"UberTechnologies Inc. announced its Q4 2024 earnings, revealing strong financial performance with an EPS of $3.21, significantly surpassing the expected $0.48, and revenue of $11.96 billion, which was above the anticipated $11.8 billion. #Uber$UBER#Rideshare#Lyft$LYFT","#Uber,#Rideshare,#Lyft",,True,False,2025-02-05T13:14:53.000Z,https://twitter.com/ETFEvent/status/1887127756875477465,1887127756875477465,1800.0,False,2025-02-26T20:54:28.664470
