user_username,user_display_name,user_profile_url,text,hashtags,mentions,has_image,has_video,timestamp,tweet_url,tweet_id,views,is_retweet,extracted_at
Uber,Uber,https://twitter.com/Uber,And we’re LIVE. Let’s talk new sustainability features at #Uberhttp://9E…#GoGetZero,"#Uber,#GoGetZero",,True,False,2023-06-08T08:39:41.000Z,https://twitter.com/Uber/status/1666726680696635392,1666726680696635392,151000.0,False,2025-02-26T21:00:00.599157
Uber,Uber,https://twitter.com/Uber,"We’re charged up, are you? We’re going live at 9:30 AM BST for #GoGetZero! Meet our new sustainability features and see how it’s getting easier to go green with #Uberhttp://9E…","#GoGetZero,#Uber",,True,False,2023-06-08T08:03:37.000Z,https://twitter.com/Uber/status/1666717602352070658,1666717602352070658,161000.0,False,2025-02-26T21:00:00.605230
Uber,Uber,https://twitter.com/Uber,"Join us in London, our global capital of electrification, for #Uber’s first-ever sustainability product event  We’re making it easier to live a low-emissions lifestyle with new features you don’t want to miss!

#GoGetZero, June 8
Live on YouTube: http://","#Uber,#GoGetZero",,True,False,2023-06-07T10:01:43.000Z,https://twitter.com/Uber/status/1666384937400823809,1666384937400823809,147000.0,False,2025-02-26T21:00:00.610884
Uber,Uber,https://twitter.com/Uber,"True or False  Some passengers accidentally forgot their pet companions in their #Uber, including dogs, turtles, hamsters, and even a rat!",#Uber,,False,False,2023-04-27T16:50:19.000Z,https://twitter.com/Uber/status/1651629860706557957,1651629860706557957,1200.0,False,2025-02-26T21:00:00.618228
Uber,Uber,https://twitter.com/Uber,"'Tis the season of effortless gifting with Uber Gift Cards!  Send your friends and loved ones an Uber gift card through the #Uber app and treat them to rides, meals, or just about anything in a flash.",#Uber,,True,False,2022-12-23T16:04:24.000Z,https://twitter.com/Uber/status/1606319823427817472,1606319823427817472,48000.0,False,2025-02-26T21:00:05.730158
Uber Engineering,Uber Engineering,https://twitter.com/UberEng,"New blog! This article pulls back the curtain on novel aspects of Uber's Global Machine Learning Education Program, like content modules and delivery styles, as well as highlights key outcomes realized since the programs' incorporation in 2021.

https://t-uber-program-design-and-outcomes…#ML#Uber","#ML,#Uber",,False,False,2022-08-02T16:45:00.000Z,https://twitter.com/UberEng/status/1554508575032037376,1554508575032037376,,False,2025-02-26T21:00:12.083142
Uber,Uber,https://twitter.com/Uber,"Go Green and save with @Mastercard and #Uber

When you take a trip with Uber Green, e-bikes, or scooter rides, you can receive $2 off with your Mastercard and promo code GoGreen2022! Ends 4/30.",#Uber,@Mastercard,True,False,2022-04-23T17:05:06.000Z,https://twitter.com/Uber/status/1517912460627435520,1517912460627435520,,False,2025-02-26T21:00:13.817117
Uber Support,Uber Support,https://twitter.com/Uber_Support,"Hi There, so glad you want to order with us! To get your favourite food straight to your door, all you need to do is download #Uber Eats. Get the app for iOS http:// or for Android http://, then sign up in-app to order.",#Uber,,False,False,2022-04-15T18:07:50.000Z,https://twitter.com/Uber_Support/status/1515029145209782277,1515029145209782277,,False,2025-02-26T21:00:20.378988
Uber,Uber,https://twitter.com/Uber,"We seek to address 4 individual, societal, and environmental challenges with our #socialimpact work.

Next up: improving the safety of our communities. #Uber","#socialimpact,#Uber",,True,False,2022-03-22T15:30:58.000Z,https://twitter.com/Uber/status/1506292357897072657,1506292357897072657,,False,2025-02-26T21:00:23.576298
Uber,Uber,https://twitter.com/Uber,"We’re committed to improving safety for our communities 

Here's a snapshot of #Uber's work to support women globally, the brilliant organizations we partner with, and the positive impact our partnerships can have on people at risk. #SocialImpact#WomensHistoryMonth","#Uber,#SocialImpact,#WomensHistoryMonth",,True,False,2022-03-10T20:12:02.000Z,https://twitter.com/Uber/status/1502014438404149253,1502014438404149253,,False,2025-02-26T21:00:27.318463
Uber Engineering,Uber Engineering,https://twitter.com/UberEng,"Check out our new blog! Our Uber Engineers dive into how to use Apache Parquet fine-grained encryption to solve three challenges: encryption, access control, and data retention.

read more: https://e-birds-finer-grained-encryption-apache-parquet…#OpenSource#Apache#Data#Engineering#Uber#encryption","#OpenSource,#Apache,#Data,#Engineering,#Uber,#encryption",,False,False,2022-03-10T17:45:00.000Z,https://twitter.com/UberEng/status/1501977434530492420,1501977434530492420,,False,2025-02-26T21:00:35.350770
Uber Support,Uber Support,https://twitter.com/Uber_Support,"Hi there, so glad you want to order with us! To get your favourite food straight to your door, all you need to do is download #Uber Eats. Get the app for iOS http:// or for Android http://, then sign up in-app to order.",#Uber,,False,False,2021-07-07T22:03:35.000Z,https://twitter.com/Uber_Support/status/1412895093204324352,1412895093204324352,,False,2025-02-26T21:00:35.353832
Uber Support,Uber Support,https://twitter.com/Uber_Support,"Hi Nomaswazi, so glad you want to order with us! To get your favourite food straight to your door, all you need to do is download #Uber Eats. Get the app for iOS http:// or for Android http://, then sign up in-app to order.",#Uber,,False,False,2021-07-07T21:35:18.000Z,https://twitter.com/Uber_Support/status/1412887975642505221,1412887975642505221,,False,2025-02-26T21:00:38.549682
Uber Support,Uber Support,https://twitter.com/Uber_Support,"Hi there, track your fave food right to your door  Simply download #Uber Eats, sign up/sign in, add your address and choose whatever you’re craving. Get the app for iOS http:// or for Android http://.",#Uber,,False,False,2021-01-24T15:21:22.000Z,https://twitter.com/Uber_Support/status/1353362263348973569,1353362263348973569,,False,2025-02-26T21:00:41.152237
Uber Support,Uber Support,https://twitter.com/Uber_Support,"Hi Nkourcie, track your fave food right to your door  Simply download #Uber Eats, sign up/sign in, add your address and choose whatever you’re craving. Get the app for iOS http:// or for Android http://.",#Uber,,False,False,2020-11-25T23:20:22.000Z,https://twitter.com/Uber_Support/status/1331739535731007493,1331739535731007493,,False,2025-02-26T21:00:44.276124
Uber Support,Uber Support,https://twitter.com/Uber_Support,"We appreciate your situation, Stan. Placing an order is as easy as downloading #Uber Eats then signing up in-app to order",#Uber,,False,False,2020-08-18T02:05:22.000Z,https://twitter.com/Uber_Support/status/1295542273875353603,1295542273875353603,,False,2025-02-26T21:00:44.280299
